Hardness,Solids,Chloramines,Sulfate,Organic_carbon,Chloramine_Sulfate_ratio,Organic_Trihalo_ratio,log_Solids,ph_squared,Solids_bins,Potability
0.25919471072588524,-0.1394708713751093,0.11241484558326897,0.9659569987660399,-1.1806505657521278,-0.32274935134587934,-0.2813761516948496,0.06826457550764353,-0.12647992065676011,-0.3791149021366773,0
-2.0364136650369358,-0.385986649553349,-0.3076937081044106,-0.014799206837658466,0.27059723987304235,-0.30272840593446637,0.07319896850115878,-0.17819345823942367,-1.8061709035998246,-0.3791149021366773,0
0.8476648329496834,-0.24004733679701537,1.3605938595071565,-0.014799206837658466,0.7811168574507188,1.1204353116334886,0.036555229797635126,-0.029045054394704894,0.6299431382337572,-0.3791149021366773,0
0.5476513738775178,0.0004933044420881189,0.5920078206187585,0.64412961134175,1.2551344298168203,0.17496290298258363,-0.1292746813801729,0.19702709107614966,0.7980119283665411,-0.3791149021366773,0
-0.46442908670804023,-0.46024857027889415,-0.36369793312202997,-0.6495215502874558,-0.824357169283179,-0.08955105922592688,0.28979312041755045,-0.2580694532624287,1.433068097939645,-0.3791149021366773,0
-0.24505658624016735,0.7681552044519208,0.26698284546690054,-0.19176316939643778,-1.779276241536275,0.2671132726258878,-0.20196775694768815,0.7959219206310616,-0.9889307991864444,0.9200277959802208,0
1.5727039917640286,0.768272551002428,0.24710701574839383,1.6618096070083095,-0.14973587720616663,-0.45268901342691953,-0.17825891888420436,0.7960022761777992,2.46133878420145,0.9200277959802208,0
0.21268688265296734,-0.9514976176544342,-1.6168803225152013,-0.8384059164649488,-0.5808200544526513,-1.1782312560609873,-0.098239400390932,-0.8729689041559917,1.0524726000050622,-0.3791149021366773,0
-2.3538105640337537,-0.88152204716074,0.430804982599945,-1.797576589519153,-0.4773533816426017,1.3359483533856658,-0.006799170175555674,-0.7744089569621884,-0.12647992065676011,-0.3791149021366773,0
0.9387745904100734,0.3958393935726953,1.235070636960992,1.948990501650151,1.1013342999266293,0.15407493380510048,0.025007515781865913,0.5252944350740318,3.4243429218039707,0.9200277959802208,0
-0.9383708013074498,1.1906290812878737,0.27066742883736467,-0.19325768919515376,0.39358378754040124,0.2710040868086954,-0.09570941534087854,1.0680494493185182,0.09288098743849862,0.9200277959802208,0
0.6790563989266257,-0.3702919790766406,0.6242612504008946,-0.014799206837658466,0.07279335376697806,0.49229309341720534,-0.11469067442679512,-0.16166994834842713,0.5357277524353726,-0.3791149021366773,0
-1.206534235127654,-0.3744943347004923,-2.2214712027993695,-1.4185577442634232,0.49719956917043473,-1.5861249152971157,-0.09000309759802344,-0.1660823258103227,-0.0711582978259627,-0.3791149021366773,0
-1.4051690953931797,0.6064934953709149,-0.1794576452057249,-0.9461582489992374,1.5375949966441518,0.22095141738875393,0.034692719368918185,0.6823967392442963,-0.12647992065676011,0.9200277959802208,0
0.27302072571287184,0.7270153287212616,-1.2949602033948382,-0.014799206837658466,-0.3194584964177501,-1.14493443980149,-0.11881128991862566,0.7675718023209565,0.18764475608688352,0.9200277959802208,0
