Hardness,Solids,Chloramines,Sulfate,Organic_carbon,Chloramine_Sulfate_ratio,Organic_Trihalo_ratio,log_Solids,ph_squared,Solids_bins,Potability
204.8904554713363,20791.318980747023,7.300211873184757,368.51644134980336,10.3797830780847,0.019809731762946,0.11932023408518296,9.942338917717066,49.515880170805865,1.0,0
129.42292051494425,18630.057857970347,6.635245883862,333.073545745888,15.18001311635726,0.019921263482759355,0.2694880485913724,9.832585244483319,13.809251126688176,1.0,0
224.23625939355776,19909.541732292397,9.275883602694089,333.073545745888,16.868636929550973,0.027849355475146588,0.2539688825726113,9.899004605743452,65.59581263367842,1.0,0
214.3733940856225,22018.41744077529,8.05933237743854,356.88613564305666,18.436524495493305,0.02258236325245428,0.18373745932001254,9.999679954012779,69.16859477283717,1.0,0
181.10150923612525,17978.98633892625,6.546599974207941,310.13573752420444,11.558279443446397,0.021108821593281205,0.3612188795930685,9.797014548232566,82.66852737912761,1.0,0
188.3133237696164,28748.68773904612,7.54486878877965,326.6783629116736,8.399734640152758,0.023095710099795927,0.15295086526436472,10.266382184915942,31.182023585783824,2.0,0
248.07173527013992,28749.716543528237,7.5134084658313025,393.66339551509645,13.789695317519886,0.01908587014272528,0.16299190930182111,10.266417969168073,104.52735755928293,2.0,0
203.3615225845705,13672.091763901635,4.563008685599703,303.3097711592812,12.36381669870525,0.015044054311588314,0.19688136043795756,9.523185075608263,74.57788308883076,1.0,0
118.98857909025187,14285.583854224516,7.804173553073094,268.646940746221,12.70604896865791,0.02904992516328496,0.235607652124174,9.567076183858141,49.515880170805865,1.0,0
227.23146923797455,25484.50849098786,9.077200016914391,404.04163468409,17.92780641128502,0.022466001558343423,0.24907825467031536,10.145865275134947,124.99876084625838,2.0,0
165.52079725952862,32452.614409143884,7.550700906704114,326.62435345560164,15.586810438033126,0.02311738486032121,0.1979528465746324,10.387567099878469,54.179022767674645,2.0,0
218.69330048866644,18767.65668181348,8.110384501123875,333.073545745888,14.525745697593209,0.024350131015692864,0.1899140022475624,9.83994355972133,63.59299552915546,1.0,0
156.70499334039215,18730.813653342717,3.60603609050572,282.3440504739606,15.9295359088257,0.012771779931897343,0.20036955664681333,9.837978622215445,50.69189926276811,1.0,0
150.1749233951362,27331.36196192776,6.838223470687509,299.41578134685847,19.370807181232124,0.022838553856742806,0.253180081823081,10.215826698968538,49.515880170805865,2.0,0
205.34498215818516,28388.00488673697,5.072557773840631,333.073545745888,13.228311099224529,0.015229542614234209,0.1881688605622505,10.253757197311202,56.19349731585716,2.0,0
